stripeId,type,reportingCategory,description,amountEuro,feeEuro,netEuro,currency,status,createdAtStripe,availableOn,sourceId,payoutId,orderId,syncedAt
"stripe_eu_tx_txn_3Rnx6dRrkwwcYwep0xf7e8bI","payment","charge","",0.00,0.16,-0.16,eur,"available",2025-07-23T07:28:54.000Z,2025-07-28T00:00:00.000Z,"py_3Rnx6dRrkwwcYwep0gRIRKpe","","",2026-08-22T17:18:18.242Z
"stripe_eu_tx_txn_3RnzCxRrkwwcYwep1sZVzu6X","payment","charge","",0.00,0.20,-0.20,eur,"available",2025-07-23T09:43:33.000Z,2025-07-28T00:00:00.000Z,"py_3RnzCxRrkwwcYwep1QOCNp4f","","",2026-08-22T17:18:18.050Z
"stripe_eu_tx_txn_1RoCjURrkwwcYwepZIgZYoHs","payout","payout","STRIPE PAYOUT",-196.74,0.00,-196.74,eur,"available",2025-07-24T00:10:00.000Z,2025-07-24T00:10:00.000Z,"po_1RoCjURrkwwcYwep5qhFAwDx","","",2026-08-22T17:18:17.849Z
"stripe_eu_tx_po_1RoCjURrkwwcYwep5qhFAwDx","payout","payout","STRIPE PAYOUT",-196.74,0.00,-196.74,eur,"paid",2025-07-24T00:10:00.000Z,2025-07-24T00:00:00.000Z,"","stripe_eu_tx_po_1RoCjURrkwwcYwep5qhFAwDx","",2026-08-22T17:18:23.137Z
"stripe_eu_tx_txn_3RrxUjRrkwwcYwep0RbN6k7u","charge","charge","",32.48,0.74,31.74,eur,"available",2025-08-03T08:42:19.000Z,2025-08-07T00:00:00.000Z,"ch_3RrxUjRrkwwcYwep0xVLQ41m","","",2026-08-22T17:18:17.753Z
"stripe_eu_tx_po_1RtHRERrkwwcYwepbwqRhy78","payout","payout","STRIPE PAYOUT",-31.38,0.00,-31.38,eur,"paid",2025-08-07T00:12:08.000Z,2025-08-07T00:00:00.000Z,"","stripe_eu_tx_po_1RtHRERrkwwcYwepbwqRhy78","",2026-09-06T20:46:56.884Z
"stripe_eu_tx_txn_1RtHRFRrkwwcYwep0hVXdZuu","payout","payout","STRIPE PAYOUT",-31.38,0.00,-31.38,eur,"available",2025-08-07T00:12:08.000Z,2025-08-07T00:12:08.000Z,"po_1RtHRERrkwwcYwepbwqRhy78","","",2026-09-06T20:46:52.203Z
"stripe_eu_tx_txn_3RtUfIRrkwwcYwep196LBZ7K","charge","charge","",29.99,0.70,29.29,eur,"available",2025-08-07T14:19:34.000Z,2025-08-12T00:00:00.000Z,"ch_3RtUfIRrkwwcYwep1waDoqbI","","",2026-09-06T20:46:52.107Z
"stripe_eu_tx_txn_3RtUfIRrkwwcYwep1MQnEUnU","refund","refund","REFUND FOR CHARGE",-29.99,0.00,-29.99,eur,"available",2025-08-10T11:52:20.000Z,2025-08-12T00:00:00.000Z,"re_3RtUfIRrkwwcYwep1WM9gERD","","",2026-09-06T20:46:51.884Z
"stripe_eu_tx_txn_3Rvf0VRrkwwcYwep0NtxUfUo","charge","charge","",199.99,6.75,193.24,eur,"available",2025-08-13T13:46:24.000Z,2025-08-18T00:00:00.000Z,"ch_3Rvf0VRrkwwcYwep0WmvHxbM","","",2026-09-06T20:46:51.788Z
"stripe_eu_tx_txn_1RxGXeRrkwwcYwepFkQse7wn","payout","payout","STRIPE PAYOUT",-192.54,0.00,-192.54,eur,"available",2025-08-18T00:03:14.000Z,2025-08-18T00:03:14.000Z,"po_1RxGXeRrkwwcYwepZNB2viG5","","",2026-09-06T20:46:51.567Z
"stripe_eu_tx_po_1RxGXeRrkwwcYwepZNB2viG5","payout","payout","STRIPE PAYOUT",-192.54,0.00,-192.54,eur,"paid",2025-08-18T00:03:14.000Z,2025-08-18T00:00:00.000Z,"","stripe_eu_tx_po_1RxGXeRrkwwcYwepZNB2viG5","",2026-09-06T20:46:56.788Z
"stripe_eu_tx_txn_3RzjYIRrkwwcYwep1PAMWQyR","charge","charge","",39.99,0.85,39.14,eur,"available",2025-08-24T19:26:08.000Z,2025-08-28T00:00:00.000Z,"ch_3RzjYIRrkwwcYwep1KNkFFoK","","",2026-09-06T20:46:51.472Z
"stripe_eu_tx_txn_3S0pGyRrkwwcYwep1uQGhLls","payment","charge","",431.87,14.29,417.58,eur,"available",2025-08-27T19:47:04.000Z,2025-09-01T00:00:00.000Z,"py_3S0pGyRrkwwcYwep1lJ9TPde","","",2026-09-06T20:46:51.246Z
"stripe_eu_tx_po_1S0tQ1RrkwwcYwepspOV6Fu8","payout","payout","STRIPE PAYOUT",-39.14,0.00,-39.14,eur,"paid",2025-08-28T00:10:21.000Z,2025-08-28T00:00:00.000Z,"","stripe_eu_tx_po_1S0tQ1RrkwwcYwepspOV6Fu8","",2026-09-06T20:46:56.692Z
"stripe_eu_tx_txn_1S0tQ1RrkwwcYwepHrlmv1Mj","payout","payout","STRIPE PAYOUT",-39.14,0.00,-39.14,eur,"available",2025-08-28T00:10:21.000Z,2025-08-28T00:10:21.000Z,"po_1S0tQ1RrkwwcYwepspOV6Fu8","","",2026-09-06T20:46:51.048Z
"stripe_eu_tx_txn_1S2LD0RrkwwcYwep0XQP6uRe","payout","payout","STRIPE PAYOUT",-417.58,0.00,-417.58,eur,"available",2025-09-01T00:02:54.000Z,2025-09-01T00:02:54.000Z,"po_1S2LD0RrkwwcYwepvaTGyplV","","",2026-09-06T20:46:50.953Z
"stripe_eu_tx_po_1S2LD0RrkwwcYwepvaTGyplV","payout","payout","STRIPE PAYOUT",-417.58,0.00,-417.58,eur,"paid",2025-09-01T00:02:54.000Z,2025-09-01T00:00:00.000Z,"","stripe_eu_tx_po_1S2LD0RrkwwcYwepvaTGyplV","",2026-09-06T20:46:56.597Z
"stripe_eu_tx_txn_3S3MLLRrkwwcYwep0vcCPhq3","payment","charge","",102.48,3.58,98.90,eur,"available",2025-09-03T19:27:47.000Z,2025-09-08T00:00:00.000Z,"py_3S3MLLRrkwwcYwep0cAwi4rS","","",2026-09-06T20:46:50.857Z
"stripe_eu_tx_txn_1S3MLQRrkwwcYwep9kCKeQBj","contribution","contribution","Climate contribution",-0.51,0.00,-0.51,eur,"available",2025-09-03T19:27:48.000Z,2025-09-08T00:00:00.000Z,"","","",2026-09-06T20:46:50.653Z
"stripe_eu_tx_po_1S4snZRrkwwcYwep8VCRkP3S","payout","payout","STRIPE PAYOUT",-98.39,0.00,-98.39,eur,"paid",2025-09-08T00:19:09.000Z,2025-09-08T00:00:00.000Z,"","stripe_eu_tx_po_1S4snZRrkwwcYwep8VCRkP3S","",2026-09-06T20:46:56.502Z
"stripe_eu_tx_txn_1S4snaRrkwwcYwepw9scmTPv","payout","payout","STRIPE PAYOUT",-98.39,0.00,-98.39,eur,"available",2025-09-08T00:19:09.000Z,2025-09-08T00:19:09.000Z,"po_1S4snZRrkwwcYwep8VCRkP3S","","",2026-09-06T20:46:50.558Z
"stripe_eu_tx_txn_3SAXmKRrkwwcYwep0VNB2gWn","charge","charge","",89.99,1.60,88.39,eur,"available",2025-09-23T15:05:18.000Z,2025-09-26T00:00:00.000Z,"ch_3SAXmKRrkwwcYwep0s82GtGx","","",2026-09-06T20:46:50.462Z
"stripe_eu_tx_txn_1SAXmQRrkwwcYwep9jdLPhva","contribution","contribution","Climate contribution",-0.45,0.00,-0.45,eur,"available",2025-09-23T15:05:22.000Z,2025-09-26T00:00:00.000Z,"","","",2026-09-06T20:46:50.207Z
"stripe_eu_tx_po_1SBP6ARrkwwcYwep1qBssF7o","payout","payout","STRIPE PAYOUT",-87.94,0.00,-87.94,eur,"paid",2025-09-26T00:01:19.000Z,2025-09-26T00:00:00.000Z,"","stripe_eu_tx_po_1SBP6ARrkwwcYwep1qBssF7o","",2026-09-06T20:46:56.406Z
"stripe_eu_tx_txn_1SBP6DRrkwwcYwepmcfYrgDr","payout","payout","STRIPE PAYOUT",-87.94,0.00,-87.94,eur,"available",2025-09-26T00:01:19.000Z,2025-09-26T00:01:19.000Z,"po_1SBP6ARrkwwcYwep1qBssF7o","","",2026-09-06T20:46:50.111Z
"stripe_eu_tx_txn_3SFCelRrkwwcYwep0GK1VOIJ","charge","charge","",104.98,1.82,103.16,eur,"available",2025-10-06T11:32:46.000Z,2025-10-09T00:00:00.000Z,"ch_3SFCelRrkwwcYwep0F4vOGuG","","",2026-09-06T20:46:50.015Z
"stripe_eu_tx_txn_1SFCerRrkwwcYwep5Uu01fw8","contribution","contribution","Climate contribution",-0.52,0.00,-0.52,eur,"available",2025-10-06T11:32:49.000Z,2025-10-09T00:00:00.000Z,"","","",2026-09-06T20:46:49.793Z
"stripe_eu_tx_txn_1SG7LGRrkwwcYwepbWfHjU5r","payout","payout","STRIPE PAYOUT",-102.64,0.00,-102.64,eur,"available",2025-10-09T00:04:21.000Z,2025-10-09T00:04:21.000Z,"po_1SG7LFRrkwwcYwepQLU76Bqm","","",2026-09-06T20:46:49.697Z
"stripe_eu_tx_po_1SG7LFRrkwwcYwepQLU76Bqm","payout","payout","STRIPE PAYOUT",-102.64,0.00,-102.64,eur,"paid",2025-10-09T00:04:21.000Z,2025-10-09T00:00:00.000Z,"","stripe_eu_tx_po_1SG7LFRrkwwcYwepQLU76Bqm","",2026-09-06T20:46:56.310Z
"stripe_eu_tx_txn_3SJW4WRrkwwcYwep0tyNG4lb","payment","charge","",0.00,0.17,-0.17,eur,"available",2025-10-18T09:05:11.000Z,2025-10-23T00:00:00.000Z,"py_3SJW4WRrkwwcYwep0NgHdtqV","","",2026-09-06T20:46:49.601Z
"stripe_eu_tx_txn_3SLK9vRrkwwcYwep0IwIsHD8","payment","charge","",0.00,0.16,-0.16,eur,"available",2025-10-23T08:46:36.000Z,2025-10-28T00:00:00.000Z,"py_3SLK9vRrkwwcYwep0pIGcilD","","",2026-09-06T20:46:49.403Z
"stripe_eu_tx_txn_3SLO05RrkwwcYwep0XjcN3lu","charge","charge","",39.99,0.85,39.14,eur,"available",2025-10-23T12:52:18.000Z,2025-10-28T00:00:00.000Z,"ch_3SLO05RrkwwcYwep0gZGLEsa","","",2026-09-06T20:46:49.199Z
"stripe_eu_tx_txn_1SLO0ARrkwwcYwepFFez4W2t","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2025-10-23T12:52:22.000Z,2025-10-28T00:00:00.000Z,"","","",2026-09-06T20:46:48.989Z
"stripe_eu_tx_txn_3SLrFxRrkwwcYwep1i6LJ6Jv","charge","charge","",144.98,2.42,142.56,eur,"available",2025-10-24T20:06:38.000Z,2025-10-29T00:00:00.000Z,"ch_3SLrFxRrkwwcYwep1SNoetQW","","",2026-09-06T20:46:48.893Z
"stripe_eu_tx_txn_1SLrG2RrkwwcYwep6qmoT7mM","contribution","contribution","Climate contribution",-0.72,0.00,-0.72,eur,"available",2025-10-24T20:06:42.000Z,2025-10-29T00:00:00.000Z,"","","",2026-09-06T20:46:48.674Z
"stripe_eu_tx_txn_3SMs6LRrkwwcYwep0ogPri6F","charge","charge","",29.99,0.70,29.29,eur,"available",2025-10-27T15:12:53.000Z,2025-10-30T00:00:00.000Z,"ch_3SMs6LRrkwwcYwep0iMSYxpz","","",2026-09-06T20:46:48.578Z
"stripe_eu_tx_txn_1SMs6PRrkwwcYwepfOu4uAxx","contribution","contribution","Climate contribution",-0.15,0.00,-0.15,eur,"available",2025-10-27T15:12:57.000Z,2025-10-30T00:00:00.000Z,"","","",2026-09-06T20:46:48.335Z
"stripe_eu_tx_txn_3SMtJQRrkwwcYwep0jzRHjWb","charge","charge","",34.99,1.39,33.60,eur,"available",2025-10-27T16:30:30.000Z,2025-10-30T00:00:00.000Z,"ch_3SMtJQRrkwwcYwep0nVxzF0V","","",2026-09-06T20:46:48.239Z
"stripe_eu_tx_txn_1SMtJWRrkwwcYwepo1UteKZ4","contribution","contribution","Climate contribution",-0.17,0.00,-0.17,eur,"available",2025-10-27T16:30:34.000Z,2025-10-30T00:00:00.000Z,"","","",2026-09-06T20:46:48.012Z
